ID,Player Hands,Dealer Hand,Result
1,"Player 1: 7, J, Player 2: 2, A, Player 3: Q, 2, Player 4: 3, 9, Player 5: K, 6","Dealer's hand: 5, K, 10 | Total: 25","Player 1 wins!, Player 2 wins!, Player 3 wins!, Player 4 wins!, Player 5 wins!"
6871,"Player 1: K, 10, Player 2: 5, 9, 6, Player 3: 9, J, Player 4: Q, J, Player 5: 9, 4, 3, A","Dealer's hand: A, 5, 10, 10 | Total: 26","Player 1 wins!, Player 2 wins!, Player 3 wins!, Player 4 wins!, Player 5 wins!"
6872,"Player 1: 5, 9, 3, Player 2: 5, 9, 7, Player 3: K, J, Player 4: 5, 7, J, Player 5: 4, A, A, K, Q","Dealer's hand: 10, 4, 8 | Total: 22","Player 1 wins!, Player 2 wins!, Player 3 wins!, Player 4 loses., Player 5 loses."
6873,"Player 1: 7, A, Player 2: Q, Q, Player 3: 5, 3, 9, Player 4: 10, 4, K, Player 5: Q, K","Dealer's hand: A, 8 | Total: 19","Player 1 loses., Player 2 wins!, Player 3 loses., Player 4 loses., Player 5 wins!"
6874,"Player 1: K, 5, 6, Player 2: 5, 4, 7, 8, Player 3: 9, 10, Player 4: A, 7, Player 5: 7, Q","Dealer's hand: J, 7 | Total: 17","Player 1 wins!, Player 2 loses., Player 3 wins!, Player 4 wins!, Player 5 ties with the dealer."
6875,"Player 1: K, 7, Player 2: A, 9, Player 3: 4, 10, 9, Player 4: 3, 5, 9, Player 5: 4, J, 5","Dealer's hand: Q, K | Total: 20","Player 1 loses., Player 2 ties with the dealer., Player 3 loses., Player 4 loses., Player 5 loses."
6876,"Player 1: 6, 10, J, Player 2: 7, 5, 5, Player 3: 6, 9, 9, Player 4: J, 10, Player 5: 9, K","Dealer's hand: 10, 4, A, 7 | Total: 22","Player 1 loses., Player 2 wins!, Player 3 loses., Player 4 wins!, Player 5 wins!"
6877,"Player 1: 5, 2, J, Player 2: K, 3, 4, Player 3: 4, 7, Q, Player 4: 6, 2, 7, 2, Player 5: 6, Q, A","Dealer's hand: A, K | Total: 21","Player 1 loses., Player 2 loses., Player 3 ties with the dealer., Player 4 loses., Player 5 loses."
6878,"Player 1: K, Q, Player 2: 10, 2, Player 3: J, 7, Player 4: 4, 3, K, Player 5: 2, 10","Dealer's hand: 6, 8, 3 | Total: 17","Player 1 wins!, Player 2 loses., Player 3 ties with the dealer., Player 4 ties with the dealer., Player 5 loses."
6879,"Player 1: 10, Q, Player 2: 10, K, Player 3: 8, 5, 2, K, Player 4: 7, J, Player 5: Q, Q","Dealer's hand: 3, 9, 7 | Total: 19","Player 1 wins!, Player 2 wins!, Player 3 loses., Player 4 loses., Player 5 wins!"
6880,"Player 1: 6, J, J, Player 2: 7, 8, K, Player 3: A, Q, Player 4: A, 4, A, A, Player 5: 3, 6, 2, 2, 8","Dealer's hand: J, 9 | Total: 19","Player 1 loses., Player 2 loses., Player 3 wins!, Player 4 loses., Player 5 wins!"
6881,"Player 1: 3, 2, 9, Q, Player 2: A, 8, Player 3: J, A, Player 4: Q, 9, Player 5: 6, 9, 2","Dealer's hand: 3, K, 9 | Total: 22","Player 1 loses., Player 2 wins!, Player 3 wins!, Player 4 wins!, Player 5 wins!"
6882,"Player 1: 10, 8, Player 2: 10, 7, Player 3: Q, 8, Player 4: Q, K, Player 5: J, K","Dealer's hand: 4, 9, 4 | Total: 17","Player 1 wins!, Player 2 ties with the dealer., Player 3 wins!, Player 4 wins!, Player 5 wins!"
6883,"Player 1: 8, 5, J, Player 2: J, 7, Player 3: 7, 10, Player 4: 6, 6, 8, Player 5: 2, 4, 9, 10","Dealer's hand: 9, 4, 5 | Total: 18","Player 1 loses., Player 2 loses., Player 3 loses., Player 4 wins!, Player 5 loses."
6884,"Player 1: 2, 8, J, Player 2: 8, A, Player 3: 9, 10, Player 4: J, 6, Player 5: A, K","Dealer's hand: 5, 6, J | Total: 21","Player 1 loses., Player 2 loses., Player 3 loses., Player 4 loses., Player 5 ties with the dealer."
6885,"Player 1: 10, 10, Player 2: 3, A, Player 3: 8, 10, Player 4: 7, A, Player 5: 6, 4, J","Dealer's hand: 6, 2, 5, 9 | Total: 22","Player 1 wins!, Player 2 wins!, Player 3 wins!, Player 4 wins!, Player 5 wins!"
6886,"Player 1: 5, A, J, 10, Player 2: 2, Q, K, Player 3: 8, 3, Q, Player 4: 6, 4, A, Player 5: K, 10","Dealer's hand: 2, 6, A | Total: 19","Player 1 loses., Player 2 loses., Player 3 wins!, Player 4 wins!, Player 5 wins!"
6887,"Player 1: 7, Q, Player 2: 4, 4, 4, A, 4, Player 3: 8, 4, 7, Player 4: 6, A, Player 5: 8, 7, 9","Dealer's hand: 9, 9 | Total: 18","Player 1 loses., Player 2 loses., Player 3 wins!, Player 4 loses., Player 5 loses."
6888,"Player 1: 6, 10, 7, Player 2: 4, 9, J, Player 3: 7, 2, A, Player 4: 7, 9, A, Player 5: Q, K","Dealer's hand: A, 4, A, 4 | Total: 20","Player 1 loses., Player 2 loses., Player 3 ties with the dealer., Player 4 loses., Player 5 ties with the dealer."
6889,"Player 1: 2, 8, 3, K, Player 2: 3, 6, 8, Player 3: 10, 4, 7, Player 4: J, A, Player 5: Q, 10","Dealer's hand: 9, J | Total: 19","Player 1 loses., Player 2 loses., Player 3 wins!, Player 4 wins!, Player 5 wins!"
6890,"Player 1: 5, 4, 9, Player 2: A, 5, 4, Player 3: 5, 8, 7, Player 4: J, 7, Player 5: K, 3, Q","Dealer's hand: Q, 5, 2 | Total: 17","Player 1 wins!, Player 2 wins!, Player 3 wins!, Player 4 ties with the dealer., Player 5 loses."
6891,"Player 1: 5, 5, J, Player 2: 8, 6, 9, Player 3: 6, 3, 2, J, Player 4: 6, J, 2, Player 5: K, 3, 4","Dealer's hand: J, 2, 10 | Total: 22","Player 1 wins!, Player 2 loses., Player 3 wins!, Player 4 wins!, Player 5 wins!"
6892,"Player 1: 4, 3, 4, 2, 8, Player 2: A, 7, Player 3: J, 3, 2, 3, Player 4: K, A, Player 5: A, 5, 5","Dealer's hand: 10, 2, 8 | Total: 20","Player 1 wins!, Player 2 loses., Player 3 loses., Player 4 wins!, Player 5 wins!"
6893,"Player 1: 4, 8, Player 2: K, 9, Player 3: 4, 8, Player 4: 5, A, Player 5: 2, J","Dealer's hand: 5, 2, K | Total: 17","Player 1 loses., Player 2 wins!, Player 3 loses., Player 4 loses., Player 5 loses."
6894,"Player 1: Q, J, Player 2: Q, 3, 6, Player 3: A, 2, 10, 9, Player 4: 8, A, Player 5: A, 10","Dealer's hand: 7, K | Total: 17","Player 1 wins!, Player 2 wins!, Player 3 loses., Player 4 wins!, Player 5 wins!"
6895,"Player 1: A, 3, 5, Player 2: Q, J, Player 3: 8, 5, J, Player 4: J, 2, 9, Player 5: 8, 2, 9","Dealer's hand: 3, 10, 10 | Total: 23","Player 1 wins!, Player 2 wins!, Player 3 loses., Player 4 wins!, Player 5 wins!"
6896,"Player 1: 5, 9, K, Player 2: 2, 3, A, Q, Q, Player 3: 3, 6, 4, K, Player 4: 2, 7, 8, Player 5: 7, 7, 6","Dealer's hand: 8, 6, J | Total: 24","Player 1 loses., Player 2 loses., Player 3 loses., Player 4 wins!, Player 5 wins!"
6897,"Player 1: 6, J, Player 2: Q, 10, Player 3: K, 6, Player 4: 9, A, Player 5: 9, 5","Dealer's hand: 5, 3, J | Total: 18","Player 1 loses., Player 2 wins!, Player 3 loses., Player 4 wins!, Player 5 loses."
6898,"Player 1: 9, 7, 4, Player 2: 10, A, Player 3: 3, 10, 10, Player 4: 9, K, Player 5: 3, 4, 3, Q","Dealer's hand: 7, 10 | Total: 17","Player 1 wins!, Player 2 wins!, Player 3 loses., Player 4 wins!, Player 5 wins!"
6899,"Player 1: 9, 10, Player 2: K, 7, Player 3: Q, 7, Player 4: 7, 3, 8, Player 5: K, 4, 4","Dealer's hand: Q, J | Total: 20","Player 1 loses., Player 2 loses., Player 3 loses., Player 4 loses., Player 5 loses."
6900,"Player 1: 2, 2, K, Q, Player 2: 3, 10, 6, Player 3: 9, 6, 7, Player 4: 9, A, Player 5: 10, 2, 7","Dealer's hand: A, 4, 5 | Total: 20","Player 1 loses., Player 2 loses., Player 3 loses., Player 4 ties with the dealer., Player 5 loses."
6901,"Player 1: K, 4, 9, Player 2: 7, 4, 5, 3, Player 3: 2, J, 10, Player 4: 10, 3, 2, 6, Player 5: 9, 2, 4, Q","Dealer's hand: 9, 3, A, 9 | Total: 22","Player 1 loses., Player 2 wins!, Player 3 loses., Player 4 wins!, Player 5 loses."
6902,"Player 1: Q, 10, Player 2: 8, 5, 4, Player 3: 9, 8, Player 4: 7, 3, 3, 9, Player 5: 4, 2, Q, 5","Dealer's hand: 8, 2, K | Total: 20","Player 1 ties with the dealer., Player 2 loses., Player 3 loses., Player 4 loses., Player 5 wins!"
6903,"Player 1: Q, 7, Player 2: 9, J, Player 3: K, 5, K, Player 4: A, 4, 6, Player 5: 2, A, Q, 4","Dealer's hand: 8, Q | Total: 18","Player 1 loses., Player 2 wins!, Player 3 loses., Player 4 wins!, Player 5 loses."
6904,"Player 1: 7, K, Player 2: 4, 10, Player 3: 4, 10, Player 4: 7, 2, 7, Player 5: 4, K","Dealer's hand: 6, 10, K | Total: 26","Player 1 wins!, Player 2 wins!, Player 3 wins!, Player 4 wins!, Player 5 wins!"
6905,"Player 1: K, 2, A, A, J, Player 2: A, A, 7, Player 3: K, J, Player 4: 5, 10, 6, Player 5: K, Q","Dealer's hand: 2, 5, 7, 6 | Total: 20","Player 1 loses., Player 2 loses., Player 3 ties with the dealer., Player 4 wins!, Player 5 ties with the dealer."
6906,"Player 1: 6, 6, J, Player 2: J, 3, 6, Player 3: 7, A, Player 4: K, 7, Player 5: 10, K","Dealer's hand: 8, 2, 2, 10 | Total: 22","Player 1 loses., Player 2 wins!, Player 3 wins!, Player 4 wins!, Player 5 wins!"
6907,"Player 1: 4, 7, 10, Player 2: 5, 4, A, Player 3: 9, 3, Player 4: K, 7, Player 5: J, 2","Dealer's hand: 6, A | Total: 17","Player 1 wins!, Player 2 wins!, Player 3 loses., Player 4 ties with the dealer., Player 5 loses."
6908,"Player 1: J, 8, Player 2: J, 10, Player 3: 2, 6, 9, Player 4: Q, 4, Player 5: 3, 9","Dealer's hand: 6, 4, 9 | Total: 19","Player 1 loses., Player 2 wins!, Player 3 loses., Player 4 loses., Player 5 loses."
6909,"Player 1: 10, 2, 9, Player 2: Q, A, Player 3: 8, K, Player 4: Q, 5, A, 3, Player 5: 5, Q, K","Dealer's hand: 2, 3, 8, J | Total: 23","Player 1 wins!, Player 2 wins!, Player 3 wins!, Player 4 wins!, Player 5 loses."
6910,"Player 1: 2, 8, 2, Player 2: J, 5, Player 3: 3, 4, 10, Player 4: 10, 4, Player 5: A, 9","Dealer's hand: 6, 8, A, J | Total: 25","Player 1 wins!, Player 2 wins!, Player 3 wins!, Player 4 wins!, Player 5 wins!"
6911,"Player 1: 8, 6, 9, Player 2: 6, 5, 10, Player 3: 6, 6, 10, Player 4: 5, 10, 2, Player 5: 5, K, A, J","Dealer's hand: 8, 9 | Total: 17","Player 1 loses., Player 2 wins!, Player 3 loses., Player 4 ties with the dealer., Player 5 loses."
6912,"Player 1: 4, 8, A, 8, Player 2: 2, 5, 3, 9, Player 3: 7, 6, 2, 9, Player 4: 6, J, 8, Player 5: 2, 10, 10","Dealer's hand: A, 4, 2 | Total: 17","Player 1 wins!, Player 2 wins!, Player 3 loses., Player 4 loses., Player 5 loses."
6913,"Player 1: 2, 3, A, 9, Q, Player 2: 4, J, 8, Player 3: 3, A, Q, 7, Player 4: 9, 5, K, Player 5: 4, K, A, A, 5","Dealer's hand: 10, A | Total: 21","Player 1 loses., Player 2 loses., Player 3 ties with the dealer., Player 4 loses., Player 5 ties with the dealer."
6914,"Player 1: 8, 8, 2, Player 2: 3, J, 4, Player 3: 3, 7, 9, Player 4: A, 4, 2, Player 5: 6, 8, 7","Dealer's hand: K, Q | Total: 20","Player 1 loses., Player 2 loses., Player 3 loses., Player 4 loses., Player 5 wins!"
6915,"Player 1: 9, 6, 8, Player 2: 3, K, K, Player 3: 6, 4, 2, 10, Player 4: 6, 4, J, Player 5: 7, 9, J","Dealer's hand: 3, Q, 8 | Total: 21","Player 1 loses., Player 2 loses., Player 3 loses., Player 4 loses., Player 5 loses."
6916,"Player 1: 7, J, Player 2: 6, 8, K, Player 3: 2, 3, 6, 9, Player 4: 3, 10, 4, Player 5: 5, K, A, A","Dealer's hand: K, 7 | Total: 17","Player 1 ties with the dealer., Player 2 loses., Player 3 wins!, Player 4 ties with the dealer., Player 5 ties with the dealer."
6917,"Player 1: 5, 6, 4, 6, Player 2: 3, 3, 10, 9, Player 3: 2, J, J, Player 4: A, 3, 2, 5, Player 5: 9, J","Dealer's hand: 9, 9 | Total: 18","Player 1 wins!, Player 2 loses., Player 3 loses., Player 4 wins!, Player 5 wins!"
6918,"Player 1: Q, 9, Player 2: 9, 3, Player 3: 7, J, Player 4: J, A, Player 5: 2, 9, 2","Dealer's hand: 6, 7, 2, 4 | Total: 19","Player 1 ties with the dealer., Player 2 loses., Player 3 loses., Player 4 wins!, Player 5 loses."
6919,"Player 1: K, J, Player 2: 4, Q, 5, Player 3: 4, 6, 3, J, Player 4: 4, 8, A, A, J, Player 5: 7, 7, A, 3","Dealer's hand: K, Q | Total: 20","Player 1 ties with the dealer., Player 2 loses., Player 3 loses., Player 4 loses., Player 5 loses."
6920,"Player 1: 9, Q, Player 2: 10, 10, Player 3: Q, 4, Q, Player 4: K, A, Player 5: Q, 7","Dealer's hand: 9, J | Total: 19","Player 1 ties with the dealer., Player 2 wins!, Player 3 loses., Player 4 wins!, Player 5 loses."
6921,"Player 1: 5, A, 3, Player 2: J, K, Player 3: 2, J, 8, Player 4: A, 8, Player 5: 7, 10","Dealer's hand: Q, 3, 9 | Total: 22","Player 1 wins!, Player 2 wins!, Player 3 wins!, Player 4 wins!, Player 5 wins!"
6922,"Player 1: 2, K, 5, Player 2: J, K, Player 3: 8, 5, 9, Player 4: 5, 10, A, 4, Player 5: 6, 5, A, 5","Dealer's hand: 10, 8 | Total: 18","Player 1 loses., Player 2 wins!, Player 3 loses., Player 4 wins!, Player 5 loses."
6923,"Player 1: 8, 2, 7, Player 2: 8, 7, Q, Player 3: 5, 2, J, Player 4: 9, 2, 7, Player 5: K, Q","Dealer's hand: A, J | Total: 21","Player 1 loses., Player 2 loses., Player 3 loses., Player 4 loses., Player 5 loses."
6924,"Player 1: 3, K, Player 2: 8, Q, Player 3: 6, 4, 6, Player 4: 9, 10, Player 5: 10, 4","Dealer's hand: 5, Q, Q | Total: 25","Player 1 wins!, Player 2 wins!, Player 3 wins!, Player 4 wins!, Player 5 wins!"
6925,"Player 1: 9, A, Player 2: Q, 5, 7, Player 3: 7, Q, Player 4: 7, J, Player 5: 6, 9, 5","Dealer's hand: 7, 9, 5 | Total: 21","Player 1 loses., Player 2 loses., Player 3 loses., Player 4 loses., Player 5 loses."
6926,"Player 1: 9, 4, J, Player 2: Q, 5, 4, Player 3: 9, 3, 7, Player 4: J, Q, Player 5: 10, 4, 10","Dealer's hand: Q, 3, 7 | Total: 20","Player 1 loses., Player 2 loses., Player 3 loses., Player 4 ties with the dealer., Player 5 loses."
6927,"Player 1: 10, 8, Player 2: 8, 8, A, Player 3: K, 5, 10, Player 4: K, 5, Q, Player 5: 4, 10, 2, 2","Dealer's hand: 2, 9, Q | Total: 21","Player 1 loses., Player 2 loses., Player 3 loses., Player 4 loses., Player 5 loses."
6928,"Player 1: 7, Q, Player 2: 9, 10, Player 3: 7, J, Player 4: J, 10, Player 5: 6, 5, K","Dealer's hand: 8, 9 | Total: 17","Player 1 ties with the dealer., Player 2 wins!, Player 3 ties with the dealer., Player 4 wins!, Player 5 wins!"
6929,"Player 1: 7, Q, Player 2: 8, 4, J, Player 3: Q, K, Player 4: 2, 7, 3, A, K, Player 5: 7, 8, 10","Dealer's hand: K, 5, 8 | Total: 23","Player 1 wins!, Player 2 loses., Player 3 wins!, Player 4 loses., Player 5 loses."
6930,"Player 1: Q, Q, Player 2: 5, 8, Player 3: 10, Q, Player 4: 8, 2, A, Player 5: 5, 9","Dealer's hand: 5, Q, 3 | Total: 18","Player 1 wins!, Player 2 loses., Player 3 wins!, Player 4 wins!, Player 5 loses."
6931,"Player 1: 3, 5, J, Player 2: 8, 10, Player 3: 6, 10, Player 4: K, A, Player 5: 10, J","Dealer's hand: 4, K, A, J | Total: 25","Player 1 wins!, Player 2 wins!, Player 3 wins!, Player 4 wins!, Player 5 wins!"
6932,"Player 1: 5, A, J, 3, Player 2: 4, J, J, Player 3: 6, Q, 7, Player 4: 8, 8, 5, Player 5: K, 2, 2, 3","Dealer's hand: 7, 9, 4 | Total: 20","Player 1 loses., Player 2 loses., Player 3 loses., Player 4 wins!, Player 5 loses."
6933,"Player 1: 2, K, 10, Player 2: 8, 3, 6, Player 3: 5, 8, 10, Player 4: 8, 8, 3, Player 5: A, J","Dealer's hand: K, 7 | Total: 17","Player 1 loses., Player 2 ties with the dealer., Player 3 loses., Player 4 wins!, Player 5 wins!"
6934,"Player 1: K, 7, Player 2: Q, 6, J, Player 3: 9, 9, Player 4: 8, 3, Q, Player 5: 8, 5, 4","Dealer's hand: 7, 3, 3, A, 3 | Total: 17","Player 1 ties with the dealer., Player 2 loses., Player 3 wins!, Player 4 wins!, Player 5 ties with the dealer."
6935,"Player 1: 8, 4, K, Player 2: 4, K, 8, Player 3: 9, 5, K, Player 4: 10, 10, Player 5: 10, A","Dealer's hand: Q, 2, Q | Total: 22","Player 1 loses., Player 2 loses., Player 3 loses., Player 4 wins!, Player 5 wins!"
6936,"Player 1: A, 8, Player 2: Q, 10, Player 3: 5, 5, 2, Player 4: 9, 2, 8, Player 5: 8, A","Dealer's hand: 6, 9, 7 | Total: 22","Player 1 wins!, Player 2 wins!, Player 3 wins!, Player 4 wins!, Player 5 wins!"
6937,"Player 1: 4, 7, 3, 9, Player 2: 10, 10, Player 3: 6, 8, 9, Player 4: 4, K, K, Player 5: 6, A","Dealer's hand: J, 2, 3, K | Total: 25","Player 1 loses., Player 2 wins!, Player 3 loses., Player 4 loses., Player 5 wins!"
6938,"Player 1: 7, 7, 9, Player 2: A, 10, Player 3: 4, 5, K, Player 4: Q, A, Player 5: J, 3, Q","Dealer's hand: Q, 8 | Total: 18","Player 1 loses., Player 2 wins!, Player 3 wins!, Player 4 wins!, Player 5 loses."
6939,"Player 1: 9, 6, 7, Player 2: 8, 6, 10, Player 3: 4, 5, 3, K, Player 4: 8, 3, 8, Player 5: J, 4, 4","Dealer's hand: 2, 2, 3, 2, A | Total: 20","Player 1 loses., Player 2 loses., Player 3 loses., Player 4 loses., Player 5 loses."
6940,"Player 1: 10, 3, 7, Player 2: 9, 2, J, Player 3: 6, 10, 2, Player 4: A, 7, Player 5: 3, 9, 3, 4","Dealer's hand: J, 4, J | Total: 24","Player 1 wins!, Player 2 wins!, Player 3 wins!, Player 4 wins!, Player 5 wins!"
6941,"Player 1: K, 6, J, Player 2: 2, A, 5, Player 3: 3, 4, 10, Player 4: 8, 10, Player 5: 6, 4, 9","Dealer's hand: Q, J | Total: 20","Player 1 loses., Player 2 loses., Player 3 loses., Player 4 loses., Player 5 loses."
6942,"Player 1: 4, 4, 8, Player 2: J, 3, Player 3: A, 6, Player 4: A, K, Player 5: Q, Q","Dealer's hand: 5, 10, 4 | Total: 19","Player 1 loses., Player 2 loses., Player 3 loses., Player 4 wins!, Player 5 wins!"
6943,"Player 1: 10, 5, 3, Player 2: J, 10, Player 3: 7, 4, K, Player 4: A, 5, 6, 5, Player 5: 4, 3, 2, 8","Dealer's hand: 9, 2, 2, A, K | Total: 24","Player 1 wins!, Player 2 wins!, Player 3 wins!, Player 4 wins!, Player 5 wins!"
6944,"Player 1: 8, 4, Player 2: K, 9, Player 3: 5, 5, Q, Player 4: 2, 6, 4, Player 5: A, K","Dealer's hand: 6, 2, 4, 10 | Total: 22","Player 1 wins!, Player 2 wins!, Player 3 wins!, Player 4 wins!, Player 5 wins!"
6945,"Player 1: 3, 10, Player 2: Q, J, Player 3: J, 5, Player 4: K, 2, Player 5: 10, 6","Dealer's hand: 4, 7, 2, 4 | Total: 17","Player 1 loses., Player 2 wins!, Player 3 loses., Player 4 loses., Player 5 loses."
6946,"Player 1: 4, 10, Player 2: 7, K, Player 3: A, 7, Player 4: 5, 10, Player 5: A, 6","Dealer's hand: 5, 3, 6, J | Total: 24","Player 1 wins!, Player 2 wins!, Player 3 wins!, Player 4 wins!, Player 5 wins!"
6947,"Player 1: 3, 3, 6, 2, 7, Player 2: K, 2, A, 9, Player 3: 10, 7, Player 4: 4, 6, 2, Q, Player 5: J, 6, 3","Dealer's hand: 2, 8, 9 | Total: 19","Player 1 wins!, Player 2 loses., Player 3 loses., Player 4 loses., Player 5 ties with the dealer."
6948,"Player 1: Q, 6, Player 2: 2, 8, 3, Player 3: 5, 10, Player 4: A, J, Player 5: 4, 8","Dealer's hand: 5, 8, 4 | Total: 17","Player 1 loses., Player 2 loses., Player 3 loses., Player 4 wins!, Player 5 loses."
6949,"Player 1: 7, A, Player 2: 8, J, Player 3: K, 5, J, Player 4: Q, A, Player 5: J, 7","Dealer's hand: A, 8 | Total: 19","Player 1 loses., Player 2 loses., Player 3 loses., Player 4 wins!, Player 5 loses."
6950,"Player 1: A, K, Player 2: 4, 4, Q, Player 3: 10, A, Player 4: 10, 4, 6, Player 5: A, 8","Dealer's hand: K, Q | Total: 20","Player 1 wins!, Player 2 loses., Player 3 wins!, Player 4 ties with the dealer., Player 5 loses."
6951,"Player 1: 3, 10, 7, Player 2: Q, 4, 5, Player 3: A, Q, Player 4: 10, 7, Player 5: 10, 4, 10","Dealer's hand: 8, 4, A, Q | Total: 23","Player 1 wins!, Player 2 wins!, Player 3 wins!, Player 4 wins!, Player 5 loses."
6952,"Player 1: 5, J, 5, Player 2: Q, J, Player 3: Q, 2, 6, Player 4: 7, 9, 7, Player 5: K, Q","Dealer's hand: Q, 3, 6 | Total: 19","Player 1 wins!, Player 2 wins!, Player 3 loses., Player 4 loses., Player 5 wins!"
6953,"Player 1: 5, 4, 6, 4, Player 2: 3, 10, 2, Q, Player 3: A, J, Player 4: 3, K, 6, Player 5: 2, 9, A, 8","Dealer's hand: 2, 6, A | Total: 19","Player 1 ties with the dealer., Player 2 loses., Player 3 wins!, Player 4 ties with the dealer., Player 5 wins!"
6954,"Player 1: 9, 9, Player 2: 5, 4, 9, Player 3: 2, J, 3, Q, Player 4: 2, K, 4, 5, Player 5: 10, 7","Dealer's hand: Q, K | Total: 20","Player 1 loses., Player 2 loses., Player 3 loses., Player 4 wins!, Player 5 loses."
6955,"Player 1: 10, Q, Player 2: Q, 4, 2, 10, Player 3: K, 8, Player 4: 9, 9, Player 5: 10, J","Dealer's hand: 7, 7, J | Total: 24","Player 1 wins!, Player 2 loses., Player 3 wins!, Player 4 wins!, Player 5 wins!"
6956,"Player 1: 4, 4, 4, Q, Player 2: 9, A, Player 3: Q, 3, A, 8, Player 4: 10, 6, 9, Player 5: J, 2, 7","Dealer's hand: 7, 2, 10 | Total: 19","Player 1 loses., Player 2 wins!, Player 3 loses., Player 4 loses., Player 5 ties with the dealer."
6957,"Player 1: 5, Q, Player 2: 6, 3, 4, Player 3: 8, 6, Player 4: J, K, Player 5: 9, A","Dealer's hand: 5, 6, 6 | Total: 17","Player 1 loses., Player 2 loses., Player 3 loses., Player 4 wins!, Player 5 wins!"
6958,"Player 1: 7, 10, Player 2: 6, K, 2, Player 3: 6, 5, 3, 7, Player 4: 5, J, 6, Player 5: A, Q","Dealer's hand: 7, Q | Total: 17","Player 1 ties with the dealer., Player 2 wins!, Player 3 wins!, Player 4 wins!, Player 5 wins!"
6959,"Player 1: 8, 5, 6, Player 2: J, A, Player 3: 10, J, Player 4: 2, Q, J, Player 5: 4, J, 10","Dealer's hand: Q, 3, 8 | Total: 21","Player 1 loses., Player 2 ties with the dealer., Player 3 loses., Player 4 loses., Player 5 loses."
6960,"Player 1: A, 4, 8, 3, 4, Player 2: K, Q, Player 3: 5, J, 10, Player 4: 6, J, 3, Player 5: 9, 10","Dealer's hand: 2, 3, 7, 4, 7 | Total: 23","Player 1 wins!, Player 2 wins!, Player 3 loses., Player 4 wins!, Player 5 wins!"
6961,"Player 1: 9, 9, Player 2: 8, 9, Player 3: J, 5, Player 4: 5, K, Player 5: 3, Q","Dealer's hand: 4, 3, 6, Q | Total: 23","Player 1 wins!, Player 2 wins!, Player 3 wins!, Player 4 wins!, Player 5 wins!"
6962,"Player 1: Q, Q, Player 2: 2, J, Q, Player 3: 10, Q, Player 4: 7, A, Player 5: 7, 2, A","Dealer's hand: A, 10 | Total: 21","Player 1 loses., Player 2 loses., Player 3 loses., Player 4 loses., Player 5 loses."
6963,"Player 1: 10, 3, A, 2, 6, Player 2: 8, 2, J, Player 3: J, 9, Player 4: 10, A, Player 5: 10, 4, 3","Dealer's hand: 9, 5, 9 | Total: 23","Player 1 loses., Player 2 wins!, Player 3 wins!, Player 4 wins!, Player 5 wins!"
6964,"Player 1: 3, 7, 4, Player 2: 10, A, Player 3: K, A, Player 4: 9, 4, Player 5: 7, 10","Dealer's hand: 4, 6, 5, 8 | Total: 23","Player 1 wins!, Player 2 wins!, Player 3 wins!, Player 4 wins!, Player 5 wins!"
6965,"Player 1: 5, 6, 7, Player 2: 6, 7, 8, Player 3: 7, 5, A, Q, Player 4: Q, 9, Player 5: K, K","Dealer's hand: 9, J | Total: 19","Player 1 loses., Player 2 wins!, Player 3 loses., Player 4 ties with the dealer., Player 5 wins!"
6966,"Player 1: 9, 10, Player 2: 2, J, Q, Player 3: 2, 10, 7, Player 4: Q, 8, Player 5: K, 8","Dealer's hand: 2, 4, K, A | Total: 17","Player 1 wins!, Player 2 loses., Player 3 wins!, Player 4 wins!, Player 5 wins!"
6967,"Player 1: 2, 6, 8, 8, Player 2: 9, 9, Player 3: 10, 10, Player 4: K, A, Player 5: A, K","Dealer's hand: Q, 5, Q | Total: 25","Player 1 loses., Player 2 wins!, Player 3 wins!, Player 4 wins!, Player 5 wins!"
6968,"Player 1: 3, 4, 10, Player 2: K, 6, K, Player 3: 2, Q, 2, 8, Player 4: J, 2, 3, 10, Player 5: 5, 6, 5, J","Dealer's hand: J, 5, 8 | Total: 23","Player 1 wins!, Player 2 loses., Player 3 loses., Player 4 loses., Player 5 loses."
6969,"Player 1: 10, 6, 7, Player 2: 2, 5, 8, 7, Player 3: 5, 3, 7, J, Player 4: J, Q, Player 5: Q, 6, 4","Dealer's hand: 3, 8, A, J | Total: 22","Player 1 loses., Player 2 loses., Player 3 loses., Player 4 wins!, Player 5 wins!"
6970,"Player 1: 5, 8, Player 2: 5, Q, Player 3: 6, 2, 6, Player 4: J, 8, Player 5: 5, A","Dealer's hand: 6, 8, 9 | Total: 23","Player 1 wins!, Player 2 wins!, Player 3 wins!, Player 4 wins!, Player 5 wins!"
6971,"Player 1: 7, 2, A, Player 2: 3, Q, Player 3: K, A, Player 4: 3, A, Player 5: 6, Q","Dealer's hand: 4, J, 6 | Total: 20","Player 1 ties with the dealer., Player 2 loses., Player 3 wins!, Player 4 loses., Player 5 loses."
6972,"Player 1: 9, 5, 10, Player 2: 6, K, 10, Player 3: 3, A, 3, Player 4: J, 7, Player 5: 4, Q, 7","Dealer's hand: 3, 8, J | Total: 21","Player 1 loses., Player 2 loses., Player 3 loses., Player 4 loses., Player 5 ties with the dealer."
